pair_id,survey_q_id,survey_text,acs_q_id,acs_text,subtopic
CPS_0975,CPS_270,"How much (do/does) (name/you) usually earn hourly just in overtime pay, tips or commissions?",ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings
CPS_0976,CPS_270,"How much (do/does) (name/you) usually earn hourly just in overtime pay, tips or commissions?",ACS_5,What is your best estimate of your hourly rate of pay?,Earnings
CPS_0977,CPS_270,"How much (do/does) (name/you) usually earn hourly just in overtime pay, tips or commissions?",ACS_8,"How much do you usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",Earnings
CPS_0978,CPS_270,"How much (do/does) (name/you) usually earn hourly just in overtime pay, tips or commissions?",ACS_9,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",Earnings
CPS_0979,CPS_272,"Then, including overtime pay, tips and commissions, what are (name/you) usual WEEKLY earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",Earnings
CPS_0980,CPS_272,"Then, including overtime pay, tips and commissions, what are (name/you) usual WEEKLY earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_3,"EXCLUDING overtime pay, tips and commissions what is your hourly rate of pay on [this/your main] job?",Earnings
CPS_0981,CPS_272,"Then, including overtime pay, tips and commissions, what are (name/you) usual WEEKLY earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings
CPS_0982,CPS_272,"Then, including overtime pay, tips and commissions, what are (name/you) usual WEEKLY earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_5,What is your best estimate of your hourly rate of pay?,Earnings
CPS_0983,CPS_272,"Then, including overtime pay, tips and commissions, what are (name/you) usual WEEKLY earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_8,"How much do you usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",Earnings
CPS_0984,CPS_272,"Then, including overtime pay, tips and commissions, what are (name/you) usual WEEKLY earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_9,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",Earnings
CPS_0985,CPS_273,"I have estimated (your/his/her) total WEEKLY earnings (as/ for (your/his/her) main job, as (entry in ERNX2) WEEKLY before taxes or other deductions. Does that sound correct?",ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",Earnings
CPS_0986,CPS_273,"I have estimated (your/his/her) total WEEKLY earnings (as/ for (your/his/her) main job, as (entry in ERNX2) WEEKLY before taxes or other deductions. Does that sound correct?",ACS_3,"EXCLUDING overtime pay, tips and commissions what is your hourly rate of pay on [this/your main] job?",Earnings
CPS_0987,CPS_273,"I have estimated (your/his/her) total WEEKLY earnings (as/ for (your/his/her) main job, as (entry in ERNX2) WEEKLY before taxes or other deductions. Does that sound correct?",ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings
CPS_0988,CPS_273,"I have estimated (your/his/her) total WEEKLY earnings (as/ for (your/his/her) main job, as (entry in ERNX2) WEEKLY before taxes or other deductions. Does that sound correct?",ACS_5,What is your best estimate of your hourly rate of pay?,Earnings
CPS_0989,CPS_273,"I have estimated (your/his/her) total WEEKLY earnings (as/ for (your/his/her) main job, as (entry in ERNX2) WEEKLY before taxes or other deductions. Does that sound correct?",ACS_8,"How much do you usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",Earnings
CPS_0990,CPS_273,"I have estimated (your/his/her) total WEEKLY earnings (as/ for (your/his/her) main job, as (entry in ERNX2) WEEKLY before taxes or other deductions. Does that sound correct?",ACS_9,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",Earnings
CPS_0991,CPS_274,"(Including overtime pay, tips and commissions,) What are (name's/your) usual weekly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",Earnings
CPS_0992,CPS_274,"(Including overtime pay, tips and commissions,) What are (name's/your) usual weekly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_3,"EXCLUDING overtime pay, tips and commissions what is your hourly rate of pay on [this/your main] job?",Earnings
CPS_0993,CPS_274,"(Including overtime pay, tips and commissions,) What are (name's/your) usual weekly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings
CPS_0994,CPS_274,"(Including overtime pay, tips and commissions,) What are (name's/your) usual weekly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_5,What is your best estimate of your hourly rate of pay?,Earnings
CPS_0995,CPS_274,"(Including overtime pay, tips and commissions,) What are (name's/your) usual weekly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_8,"How much do you usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",Earnings
CPS_0996,CPS_274,"(Including overtime pay, tips and commissions,) What are (name's/your) usual weekly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_9,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",Earnings
CPS_0997,CPS_275,"(Including overtime pay, tips and commissions,) what are (name's/your) usual twice monthly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",Earnings
CPS_0998,CPS_275,"(Including overtime pay, tips and commissions,) what are (name's/your) usual twice monthly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_3,"EXCLUDING overtime pay, tips and commissions what is your hourly rate of pay on [this/your main] job?",Earnings
CPS_0999,CPS_275,"(Including overtime pay, tips and commissions,) what are (name's/your) usual twice monthly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings
CPS_1000,CPS_275,"(Including overtime pay, tips and commissions,) what are (name's/your) usual twice monthly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_5,What is your best estimate of your hourly rate of pay?,Earnings
CPS_1001,CPS_275,"(Including overtime pay, tips and commissions,) what are (name's/your) usual twice monthly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_8,"How much do you usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",Earnings
CPS_1002,CPS_275,"(Including overtime pay, tips and commissions,) what are (name's/your) usual twice monthly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_9,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",Earnings
CPS_1003,CPS_276,"(Including overtime pay, tips and commissions,) what are (name's/your) usual monthly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",Earnings
CPS_1004,CPS_276,"(Including overtime pay, tips and commissions,) what are (name's/your) usual monthly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_3,"EXCLUDING overtime pay, tips and commissions what is your hourly rate of pay on [this/your main] job?",Earnings
CPS_1005,CPS_276,"(Including overtime pay, tips and commissions,) what are (name's/your) usual monthly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings
CPS_1006,CPS_276,"(Including overtime pay, tips and commissions,) what are (name's/your) usual monthly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_5,What is your best estimate of your hourly rate of pay?,Earnings
CPS_1007,CPS_276,"(Including overtime pay, tips and commissions,) what are (name's/your) usual monthly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_8,"How much do you usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",Earnings
CPS_1008,CPS_276,"(Including overtime pay, tips and commissions,) what are (name's/your) usual monthly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_9,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",Earnings
CPS_1009,CPS_277,"(Including overtime pay, tips and commissions,) what are (name's/your) usual annual earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",Earnings
CPS_1010,CPS_277,"(Including overtime pay, tips and commissions,) what are (name's/your) usual annual earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_3,"EXCLUDING overtime pay, tips and commissions what is your hourly rate of pay on [this/your main] job?",Earnings
CPS_1011,CPS_277,"(Including overtime pay, tips and commissions,) what are (name's/your) usual annual earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings
CPS_1012,CPS_277,"(Including overtime pay, tips and commissions,) what are (name's/your) usual annual earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_5,What is your best estimate of your hourly rate of pay?,Earnings
CPS_1013,CPS_277,"(Including overtime pay, tips and commissions,) what are (name's/your) usual annual earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_8,"How much do you usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",Earnings
CPS_1014,CPS_277,"(Including overtime pay, tips and commissions,) what are (name's/your) usual annual earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_9,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",Earnings
CPS_1015,CPS_278,"(Including overtime pay, tips and commissions,) what are (name's/your) usual bi weekly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",Earnings
